name,price,mileage,engine_cc,fuel,kilometer_run,types,is_automatic,is_4WD,age
Brezza zdi+ 2016 Model,2700000.0,15.0,1248.0,2,46000.0,1.0,0,0,9.0
good  condition car Toyota etios vx,1525000.0,15.0,1500.0,1,55500.0,3.0,0,0,12.0
Hyundai Sonata 2010,2800000.0,12.0,2400.0,1,45000.0,3.0,0,0,15.0
swift dsire ,1100000.0,15.0,1300.0,1,75000.0,2.0,0,0,16.0
Single User like new  Ford Figo 2013 Model on sale,1100000.0,12.0,1200.0,1,48000.0,2.0,0,0,12.0
Hyundai Grand I10 Magna 2015,1970000.0,15.0,1197.0,1,62000.0,2.0,0,0,10.0
Alto K10 VXI 2011 MODEL FIXED PRICE,850000.0,15.0,999.0,1,62244.0,2.0,0,0,14.0
Suzuki Brezza [smart hybrid],4550000.0,18.0,1461.0,4,36000.0,1.0,0,0,2.0
Jeep Compass Model S 4x4 Diesel  Auto Urgent Sale,9300000.0,12.0,2000.0,2,26000.0,1.0,1,1,4.0
Suzuki Baleno 2016,1850000.0,15.0,1200.0,1,57000.0,2.0,0,0,9.0
Maruti Suzuki Breeza Zdi* 2018 model for sale ,3150000.0,18.0,1248.0,2,62000.0,1.0,0,0,7.0
Hyundai I20 Magna 2009,1290000.0,15.0,1197.0,1,71820.0,2.0,0,0,16.0
Datsun ,1250000.0,15.0,1200.0,1,64.0,2.0,0,0,8.0
Hyundai Santro GLS 2008,1050000.0,15.0,1086.0,1,71236.0,2.0,0,0,17.0
Dongfeng Box E2,2975000.0,18.0,280.0,3,300.0,2.0,1,0,1.0
"Mahindra E Verito D6 ""Single Hand"" 2018",1250000.0,18.0,739.625,3,55152.0,3.0,1,0,7.0
Maruti Suzuki Swift Dzire VXi 2013 ,1575000.0,15.0,1197.0,1,68000.0,3.0,0,0,12.0
Skoda laura,1150000.0,13.0,1900.0,2,90000.0,3.0,0,0,16.0
TATA EV TAXI 2024,4325000.0,18.0,1164.0,3,30000.0,3.0,1,0,1.0
Santro xing 📞📞📞9823379636,1050000.0,15.0,1087.0,1,65000.0,2.0,0,0,16.0
Datsun go 2017 model on sale,1225000.0,14.0,1200.0,1,55500.0,2.0,0,0,8.0
Skoda rapid ,1375000.0,15.0,1600.0,2,66000.0,3.0,0,0,11.0
Hyundai i10 magna 2016 sell and exchange,1775000.0,14.0,1100.0,1,35000.0,2.0,1,0,9.0
Hyundai i20 asta 2009 sell and exchange,1250000.0,14.0,1200.0,1,62000.0,2.0,0,0,16.0
Full Option 2016 Mitsubishi Pajero Sport,9500000.0,12.0,2400.0,2,44000.0,1.0,1,1,9.0
suzuki swift DZiRE,990000.0,14.0,1298.0,1,71820.0,3.0,0,1,16.0
Alto New shape 2016,2725000.0,16.0,796.0,1,180000.0,2.0,0,0,9.0
Diesel AWD Kia Sportage,5000000.0,13.0,2000.0,2,47885.0,1.0,0,1,9.0
Hyundai I10 Magna 2016 Single Hand,1675000.0,15.0,1086.0,1,53000.0,2.0,0,0,9.0
Ford ecosport 2020 trend sell/exchange,2550000.0,12.0,1500.0,1,43000.0,1.0,0,0,5.0
Suzuki AStar VXI 2013 Excellent Condition,1290000.0,15.0,998.0,1,55000.0,2.0,0,0,12.0
i10 भन्दा धेरै feature भयको luxury malaysian no-1,625000.0,14.0,1100.0,1,44000.0,2.0,0,0,17.0
Maruti Suzuki Swift ZXI 2016 Model,2100000.0,15.0,1200.0,1,38304.0,2.0,0,0,9.0
Urgently selling White Suzuki Omni (2019 model),830000.0,18.0,800.0,1,23940.0,5.0,0,0,6.0
Santro Sports 2010 Hyundai,2200000.0,18.0,1086.0,1,41000.0,2.0,0,0,6.0
Honda city 2013 like  new,1625000.0,14.0,1400.0,1,44132.0,3.0,0,0,12.0
Kicks Nissan Xv Premium 1500 Cc Petrol,3700000.0,15.0,1500.0,1,35000.0,1.0,0,0,4.0
Hyundai i10  2009,1025000.0,15.0,1100.0,1,68509.0,2.0,0,0,16.0
SUZUKI VITARA 1992MODEL (4×4) 50% FINANCE ✅,740000.0,14.0,1600.0,1,121227.75,1.0,0,1,33.0
Toyota Yaris,1250000.0,14.0,1300.0,1,80000.0,3.0,0,0,17.0
Super saloon 2007 Model sedan ✅ 50% finance,880000.0,14.0,1600.0,1,81396.0,3.0,0,0,18.0
Ford festa   2010,825000.0,14.0,1400.0,1,58976.0,3.0,0,0,15.0
Urgent sale Hyundai Eon delite plus 9861840690,990000.0,17.0,800.0,1,60.0,2.0,0,0,12.0
Ufo suv jeep 2011 ,1025000.0,14.0,1400.0,1,65432.0,1.0,0,0,14.0
Hyuandai  I10  Aastha car for sale/. 9841387347,2200000.0,15.0,1200.0,1,56.0,2.0,1,0,10.0
"Toyota Soluna On Sale
9841729010",625000.0,10.0,1500.0,1,85000.0,3.0,0,0,24.0
1300cc Myvi 2010 model,899000.0,15.0,1300.0,1,65000.0,2.0,0,0,15.0
Hyundai i20 asta 2009 sell and exchange,1250000.0,14.0,1200.0,1,62000.0,2.0,0,0,16.0
Skoda Rapid,1725000.0,14.0,1500.0,2,85000.0,3.0,0,0,8.0
toyota soluna,675000.0,14.0,1500.0,1,150000.0,3.0,1,0,24.0
Ford ecosport titanium ,2235000.0,14.0,1500.0,1,52000.0,1.0,1,0,9.0
Datsun Go 2019 Model New Shape,1575000.0,15.0,1200.0,1,49000.0,2.0,0,0,6.0
viva,875000.0,15.0,1200.0,1,0.0,3.0,0,0,15.0
Hyundai  i10,1025000.0,15.0,1100.0,1,65000.0,3.0,0,0,16.0
Hyundai i10 2009 asta,1425000.0,13.0,1197.0,1,65000.0,2.0,0,0,16.0
Hyundai i20 Active ,2550000.0,15.0,1200.0,1,28728.0,2.0,0,0,7.0
polo 1.6 highline ,1825000.0,15.0,1200.0,1,52000.0,2.0,0,0,11.0
grand i10 nios sportz,2925000.0,15.0,1200.0,1,57000.0,2.0,0,0,4.0
Maruti suzuki swift VXI,1550000.0,15.0,1200.0,1,57456.0,2.0,0,0,13.0
Omni cargo van,375000.0,15.0,796.0,1,84000.0,1.0,1,0,15.0
Alto 800,725000.0,16.0,800.0,1,92000.0,2.0,1,0,18.0
Datsun redi go,1050000.0,18.0,1000.0,1,56000.0,2.0,1,0,7.0
Alto 800 LXI,1350000.0,17.0,800.0,1,74000.0,2.0,1,0,9.0
i10 megna 9843049135,1225.0,12.0,1200.0,1,80.0,2.0,0,0,16.0
Subaru Japanese Jeep,1600000.0,10.0,2500.0,1,78000.0,1.0,0,1,18.0
Rav4,1200000.0,10.0,2000.0,1,115000.0,1.0,0,1,27.0
Land Rover,1600000.0,12.0,2000.0,2,90000.0,1.0,0,0,26.0
Pajero 4WD Suv Jeep,1000000.0,12.0,2500.0,2,150000.0,1.0,0,1,35.0
 I20 Astha (Full option)2013 model is in sell,1700000.0,16.0,1200.0,1,80000.0,2.0,1,0,12.0
my number is 9861474613 spark very fresh,800000.0,14.0,998.0,1,32000.0,2.0,0,0,12.0
NISSAN SUPER SALON ..sedan,1300000.0,12.0,1600.0,1,69000.0,3.0,0,0,13.0
CARGO VAN MODEL 2017,550000.0,15.0,796.0,1,33516.0,5.0,1,0,8.0
FORCE TRAX CRUISER ,1600000.0,12.0,2599.0,2,28728.0,1.0,1,0,7.0
Santro In Good Condition,495000.0,14.0,999.0,1,85000.0,2.0,0,0,23.0
buleroduble cap for sell,1650000.0,14.0,2325.0,2,100000.0,4.0,0,1,9.0
hyundai Getz fresh,695000.0,14.0,1400.0,1,89654.0,2.0,0,0,20.0
New model Brezza 2024 ZXI+ Dual tone,5500000.0,16.6,1500.0,1,4100.0,1.0,0,0,1.0
Fiat Car On Sell,1425000.0,14.0,1400.0,1,40000.0,1.0,1,0,9.0
Nissan Kicks Model 2019,2800000.0,14.0,1600.0,2,38000.0,1.0,0,0,6.0
Toyota Rav4 2007 model offroad japanese xuv sale,1950000.0,10.0,2400.0,1,91000.0,1.0,0,1,18.0
Tata Nexon xzplus 2018 model sale,2450000.0,14.0,1200.0,1,65000.0,1.0,0,0,7.0
Ford figo zxi 2012 model sale,950000.0,14.0,1200.0,1,72000.0,2.0,0,0,13.0
single handed Datsun go 2016 model sale,1175000.0,14.0,1200.0,1,40000.0,2.0,0,0,9.0
Hyundai i10 Magna ,1375000.0,13.0,1200.0,1,49000.0,2.0,0,0,16.0
Ford Freestyle Titanium 1.2 2019,2025000.0,15.0,1197.0,1,53617.0,1.0,0,0,6.0
Isuzu Hinder 4 Wheel,5300000.0,13.0,2500.0,2,4800.0,4.0,0,1,3.0
wagan r,850000.0,18.0,1000.0,1,53000.0,2.0,0,0,17.0
peugeot 3008 (2017),6500000.0,18.0,1600.0,2,33516.0,1.0,1,0,8.0
 Urgent Car on Sale!!,2200000.0,18.0,999.0,1,18000.0,6.0,0,0,3.0
Daihatsu terios sx 2014  4wd,3375000.0,12.0,1500.0,1,77000.0,1.0,0,1,11.0
Alto Lxi 2013 @ 1050,1050000.0,18.0,800.0,1,85000.0,2.0,1,0,12.0
Chery Tigo automatic with sunroof 2010 model,10.0,10.0,2000.0,1,65000.0,1.0,1,0,15.0
2018 bireza fresh,2700000.0,18.0,1300.0,2,68000.0,1.0,1,0,7.0
Toyota Etos single hand 2013 model,1450.0,14.0,1496.0,1,52000.0,3.0,0,0,12.0
2019  Eeco van on sale...,1599000.0,14.0,1196.0,1,81000.0,2.0,0,0,6.0
Full Option 2020 Mitsubishi Pajero 3 Door,13500000.0,12.0,3200.0,2,46000.0,1.0,1,1,5.0
Urgent Sale 2006 Model Land Rover,2600000.0,13.0,2000.0,2,160.0,1.0,0,1,19.0
Ramro Santro Car 11 Lakh Fixed Price,1100000.0,15.0,1086.0,1,85.0,6.0,0,1,16.0
renault duster rxs 2017 model,2500000.0,18.0,1461.0,2,33516.0,1.0,0,0,8.0
"Hyundai Creta 1.5 Ex  ""2020"" Single Hand",4050000.0,14.0,1591.0,1,44000.0,1.0,0,0,5.0
santro 2009 model,1099000.0,15.0,1086.0,1,85.0,2.0,0,1,16.0
Hyundai i10 magna on sale ,1.0,12.0,1200.0,1,70.0,2.0,1,1,16.0
fresh creta on sale!!!!🔥🔥🔥,4550008.0,14.0,1500.0,1,54000.0,2.0,0,0,4.0
Alto ac fresh,710000.0,16.0,800.0,1,87000.0,2.0,0,0,17.0
Hyundai Santro-Urgent Sell(Phone no.=9851350655) ,2125000.0,15.0,1100.0,1,40000.0,2.0,1,0,6.0
Vw touareg v6 for sell,5000000.0,12.0,3000.0,2,100000.0,1.0,1,1,14.0
Terious Zyote 2010,775000.0,10.0,1300.0,1,80000.0,1.0,0,0,15.0
Ford figo good condition ,1000000.0,12.0,1.0,2,57456.0,3.0,1,0,13.0
Toyota Yaris sedan 2008 sell and exchange,1175000.0,14.0,1300.0,1,5700.0,3.0,0,0,17.0
Proton emas 7,6000000.0,18.0,3880.0,3,6828.0,1.0,1,0,0.0
Maruti Suzuki Swift Desire ZXI 2017 For Sale,2350000.0,15.0,1196.0,1,51000.0,3.0,0,0,8.0
Kia Seltos htk Plus ,4050000.0,14.0,1497.0,1,46000.0,1.0,0,0,4.0
Hyundai Santro ,1050000.0,15.0,1086.0,1,60000.0,2.0,0,0,17.0
TATA,1600000.0,18.0,1500.0,2,93.0,4.0,0,1,10.0
Kia picanto  2010,925000.0,15.0,1200.0,1,58769.0,2.0,0,0,15.0
Hyundai santro 2006 sell and exchange,850000.0,14.0,1100.0,1,87000.0,2.0,0,0,19.0
deepal E07 2024 sell and exchange,8500000.0,18.0,190.0,3,7000.0,1.0,1,0,1.0
Skoda rapid ,1350000.0,18.0,1600.0,2,80.0,3.0,0,0,12.0
Kia Sportage,1299999.0,10.0,2000.0,1,71000.0,1.0,0,0,18.0
Renault Duster _ Diesel,2100000.0,18.0,1461.0,2,60000.0,1.0,0,0,8.0
nano2011,385000.0,18.0,700.0,1,37000.0,5.0,1,0,14.0
Scorpio S5(4wd),4950000.0,13.0,2000.0,2,90000.0,1.0,0,1,4.0
Chevrolet Aveo 1.6 2006 on Sale,600000.0,14.0,1600.0,1,86184.0,3.0,0,0,19.0
Hyundai Grand i10 Nios Sports – 2021 Model On sale,2950000.0,12.0,1200.0,1,41000.0,2.0,0,0,4.0
Nexon Tata Lux Dk Xz+,3100000.0,18.0,25.0,3,28.0,1.0,1,0,2.0
Hyundai EON ERA 2016 for Sale,1200000.0,18.0,814.0,1,180000.0,2.0,0,0,9.0
Hyundai Tucson i35,2300000.0,12.0,2500.0,1,108000.0,6.0,0,1,14.0
creta sx 2015 model bikrima aayo,3200000.0,14.0,1500.0,1,43092.0,1.0,0,0,10.0
Hyundai Creta SX 2015 Model on sale!!!,3200000.0,14.0,1500.0,1,43092.0,1.0,0,0,10.0
Nissan Tidda  Japanese,950000.0,10.0,1800.0,1,55000.0,3.0,0,0,18.0
Hyundai Grand I10 Magna 2018 Single Hand,2190000.0,15.0,1197.0,1,28728.0,2.0,0,0,7.0
Hyundai I20 Active S 2017 Single Hand,2675000.0,15.0,1197.0,1,40000.0,2.0,0,0,8.0
Maruti Suzuki Swift VXI 2015 (13 Lot) For Sale,1925000.0,15.0,1197.0,1,55000.0,2.0,1,0,10.0
Chevrolet Spark LT 2007 For Sale ,525000.0,12.0,1000.0,1,81396.0,2.0,0,0,18.0
Renault Kwid RXT O 2017 For Sale ,1150000.0,16.0,800.0,1,45009.0,2.0,0,0,8.0
Hyundai i20 Active S 2018 For Sale ,2950000.0,15.0,1200.0,1,28728.0,1.0,0,0,7.0
Honda Mobilio 1.5 VMT 7 Seater “Single Hand” 2015,2090000.0,14.0,1497.0,1,57348.0,2.0,0,0,10.0
Maruti Suzuki Ritz,1075000.0,18.0,1197.0,1,67000.0,2.0,0,0,15.0
"Hyundai  i20 Astha  ""2017""",2550000.0,15.0,1197.0,1,57800.0,1.0,0,0,8.0
Verna sx ,1850000.0,14.0,1600.0,1,54000.0,3.0,0,0,12.0
Hyundai I10 Magna 2012 Single Hand,1550000.0,15.0,1197.0,1,55000.0,2.0,0,0,13.0
Datsun Go 2016 Excellent Condition with airbag,1190000.0,15.0,1198.0,1,65000.0,2.0,0,0,9.0
2020 renault triber singlehand sale exng50%loan,1850000.0,15.0,1000.0,1,47000.0,1.0,0,0,5.0
2015 Hyundai Verna on Sale,2450000.0,10.0,1600.0,1,53000.0,3.0,0,0,10.0
Renault Duster 2017 model on sale!!!,2150000.0,14.0,1500.0,2,68000.0,1.0,0,0,8.0
Hyundai Santro  2013 Model For Sale,1475000.0,15.0,1086.0,1,52668.0,2.0,0,0,12.0
2021 Tata Nexon Xz+ on Sale,3300000.0,12.0,1197.0,1,47500.0,1.0,0,0,4.0
2018 Maruti Suzuki Brezza Dualtone for Sale,3100000.0,15.0,1197.0,2,62000.0,1.0,0,0,7.0
Corola Lx 2007 Single Hand For Sale,1775000.0,14.0,1500.0,1,51000.0,3.0,0,0,18.0
"Hyundai  i10 Magna ""2010""",1424000.0,15.0,1197.0,1,70500.0,2.0,0,0,15.0
Ford EcoSport Trend-(Phone no.=9851350655),1890000.0,12.0,1500.0,1,55000.0,1.0,0,0,9.0
Hyundai Creta-Urgent sell(Phone no.=9851350655),4575000.0,10.0,1591.0,1,46000.0,1.0,1,0,6.0
Kia Sportage diesel 2018 Model 4wd,4900000.0,13.0,2000.0,2,93000.0,1.0,0,1,7.0
Skoda Rapid Ambition 2016 On Sale,1750000.0,14.0,1600.0,1,49000.0,3.0,0,0,9.0
Jac Pick Up 2022 Good Condition,3500000.0,13.0,2000.0,2,49286.0,4.0,0,1,3.0
Toyota Corolla LX 2007,1175000.0,14.0,1499.0,1,90972.0,3.0,1,0,20.0
Rent a car/car rent/car rental service/,1000.0,13.0,1600.0,1,67032.0,1.0,1,0,15.0
Kia Seltos For Sale,4100000.0,14.0,1493.0,1,29500.0,1.0,0,0,3.0
2007 toyota rav4 4wd fulloption sale exng car jeep,2350000.0,10.0,2000.0,1,75000.0,1.0,0,1,18.0
SUZUKI BREZZA,2850000.0,18.0,1298.0,2,65000.0,1.0,0,0,7.0
Single Owner Full Option 2019 Suzuki WagonR Zxi,2275000.0,15.0,1200.0,1,27000.0,2.0,0,0,6.0
Ford Figo Exi 2011 model for sale ,1100000.0,15.0,1200.0,1,62244.0,2.0,0,0,14.0
Daihatsu Sirion full option car  2006 Model ,600000.0,12.0,996.0,1,50632.0,2.0,0,0,19.0
VW polo 2013 comfortline full vw service history,1400000.0,14.0,1200.0,1,57000.0,2.0,0,0,12.0
Brand new tata 407 on hire,2500.0,12.0,3000.0,2,3000.0,4.0,0,0,0.0
Hyundai Santro 2010,1175000.0,15.0,1080.0,1,67032.0,2.0,0,1,15.0
Renault Duster RXL 2017 Model,2075000.0,13.0,1600.0,1,49000.0,1.0,0,0,8.0
Suzuki brezza zxi+ 2022 single 9802355901,3875000.0,14.0,1462.0,1,40000.0,1.0,0,0,3.0
2005 model ko terios gadi bikrima aayo,1350000.0,14.0,1500.0,1,90972.0,1.0,0,1,20.0
chevrolet captiva ltz 2009 model,1800000.0,13.0,2000.0,2,140000.0,1.0,1,1,16.0
kia sportage 2010 model ,2850000.0,13.0,2000.0,2,84267.0,1.0,1,1,15.0
Tata Nexon Ev Lux Prime Soonroof,3000000.0,18.0,99.0,3,41000.0,1.0,1,0,3.0
DAIHATSU TERIOS SX 2005 Model on sale!!!,1350000.0,14.0,1500.0,1,109000.0,1.0,0,1,20.0
Suzuki Ignis 2005 Dual Airbags,599000.0,14.0,1200.0,1,82000.0,2.0,0,0,20.0
Škoda Fabia 2012 – Excellent Condition ,950000.0,15.0,1200.0,1,57456.0,2.0,1,0,13.0
Renault kiger ,2425000.0,15.0,100.0,1,74000.0,1.0,0,0,4.0
TERIOS 4wd,3000000.0,14.0,1500.0,1,80000.0,1.0,0,1,13.0
Toyota Hilux Revo 2019 model for sale ,7900000.0,12.0,2800.0,2,82000.0,4.0,0,1,6.0
2012 model ko tata nano bikrima aayo,400000.0,15.0,624.0,1,57456.0,2.0,0,0,13.0
2022 model ko kia seltos  bikrima aayo,5500000.0,14.0,1497.0,1,36000.0,1.0,1,0,3.0
2016 kia Sportage 4 wheel drive,3725000.0,10.0,2000.0,1,79000.0,1.0,0,1,8.0
Toyota Land cruiser 3 door 3L engine,3100000.0,12.0,2800.0,2,180000.0,1.0,0,1,34.0
xtrail call 9813871741,1199999.0,15.0,2000.0,2,90000.0,1.0,0,1,23.0
Maruti Suzuki Swift ZXi 2007,1290000.0,15.0,1197.0,1,63519.0,2.0,0,0,18.0
Mitsubishi Outlander Auto 4WD 2014 Well Condition,4175000.0,12.0,2360.0,1,44000.0,1.0,1,1,11.0
Nissan Kicks On Sale,3400.0,15.0,1477.0,1,45000.0,1.0,0,0,4.0
2016 model ko suzuki celerio zxi  1000 cc bikrima,1800000.0,15.0,100.0,1,38304.0,2.0,0,0,9.0
Single Owner 2010 Hyundai i10 Magna 1.2,1325000.0,15.0,1200.0,1,68000.0,2.0,0,0,6.0
2016 Hyundai Grand i10 Magna for sale,2095000.0,15.0,1200.0,1,53000.0,2.0,0,0,9.0
Mitsubishi Pajero 3Door 2020 Model,12500000.0,12.0,2200.0,2,19152.0,1.0,1,1,5.0
Gtline Sonet Kia,4100000.0,15.0,1500.0,2,46000.0,1.0,0,0,5.0
Kia Sportage 2008 model  2009 made,1725000.0,10.0,1998.0,1,79.0,1.0,0,0,16.0
Maruti Suzuki Celerio ZXI 2016 Model on sale!!!,1800000.0,17.0,998.0,1,38304.0,2.0,0,0,9.0
2021nissan.kicks petrol singlehand sale xng50%loan,3350000.0,14.0,1500.0,1,37000.0,1.0,0,0,4.0
Toyota rav4 automatic 2016 model,7000000.0,10.0,2000.0,1,58670.0,1.0,1,1,9.0
Ssangyong Kyron  [ Korean],1350000.0,10.0,2000.0,2,72000.0,1.0,0,1,12.0
Kia Sonet Automatic 2022 Fresh,4599000.0,16.0,1498.0,2,16000.0,1.0,1,0,3.0
Kia Sonet HTE - Excellent Condition 2022 Model,3300000.0,15.0,1200.0,1,12000.0,1.0,0,0,3.0
Grand i10 Magna 2018 For Sale,2400000.0,18.0,1199.0,1,35000.0,2.0,0,0,7.0
2010 model ko Ecovan  bikrima aayo,1050000.0,15.0,1200.0,1,67032.0,5.0,0,0,15.0
Toyota Hilux Vigo 2010 model for sale ,3300000.0,12.0,2500.0,2,91000.0,4.0,0,1,15.0
Grand i10 Asta 2014 Model,1865000.0,15.0,1200.0,1,62000.0,2.0,0,0,11.0
Ford Figo ZXI 2011 For Sale.,1050000.0,15.0,1197.0,1,62000.0,2.0,0,0,14.0
Maruti Suzuki Alto K10 VXI 2015 For Sale.,1450000.0,15.0,1000.0,1,43000.0,2.0,0,0,10.0
Single Owner 2013 Hyundai i20 Magna (w/History),1725000.0,15.0,1200.0,1,75000.0,2.0,0,0,12.0
VW Polo 1.6 Highline (2013),1550000.0,14.0,1600.0,1,48000.0,2.0,0,0,12.0
kia picanto for sale,550000.0,15.0,1200.0,1,80000.0,2.0,0,0,21.0
Maruti Suzuki,400000.0,18.0,1000.0,1,75000.0,2.0,1,0,24.0
Daihatsu Terios 2013 model for sale ,3450000.0,14.0,1500.0,1,73000.0,1.0,0,1,12.0
Nissan Sunny Ex-salon,475000.0,12.0,1300.0,1,95000.0,3.0,0,0,27.0
Proton Saga (automatic),1950000.0,14.0,1300.0,1,13000.0,3.0,1,0,4.0
toyota corolla 2008 on sell,1625000.0,11.0,1600.0,1,0.0,3.0,1,0,17.0
Renault Duster RXZ+ AMT 2016 Single Hand,2075000.0,18.0,1461.0,2,52000.0,1.0,1,0,9.0
Chevrolet Aveo,800000.0,14.0,1400.0,1,128000.0,2.0,0,0,15.0
2005 nissan cefiro japnese v6 engine auto sunroof ,1650000.0,12.0,2400.0,1,78000.0,3.0,1,0,20.0
CHEVROLET UVA+ 2008 MODEL FULL OPTION,649999.0,10.0,1150.0,1,50000.0,2.0,0,0,17.0
Wagon R Zxi 2019 Sales,2600000.0,18.0,1997.0,1,32000.0,1.0,1,0,6.0
Peugeot 3008 2017 model,5500000.0,14.0,1500.0,1,57400.0,1.0,1,0,8.0
राम्रो कन्डिसन को Tata Xenon फाईन्नस सुबिधा सहित,2000000.0,14.0,2200.0,2,78000.0,4.0,0,0,9.0
Maruti Suzuki EECO Van 2010 Model is on sale!!!,1049000.0,15.0,1196.0,1,67032.0,5.0,0,0,15.0
Volkswagen Tiguan 2.0 “Single Hand” 2016,3789000.0,10.0,1984.0,1,59700.0,1.0,0,0,9.0
2019 Mahindra Scorpio S5 4wd for sale,4500000.0,10.0,2200.0,2,91000.0,1.0,0,1,6.0
Kia Rio 2004 Model On Sale,555000.0,14.0,1493.0,1,72000.0,3.0,0,0,21.0
Honda Amaze SMT (2013),1350000.0,15.0,1200.0,1,75950.0,3.0,0,0,12.0
Hyundai Creta E+ 2017,3345000.0,15.0,1591.0,1,55000.0,1.0,0,0,8.0
2018 Volkswagen Polo 1.6 Highline,2180000.0,14.0,1600.0,1,50000.0,2.0,0,0,7.0
Hundai I20 Asta Full Option push Start 2016 Model,2225000.0,15.0,1200.0,1,67452.0,2.0,0,0,9.0
Santro Zing Xo 2006 Model full Option 9801824689,925000.0,15.0,1100.0,1,86253.0,2.0,0,0,19.0
VolkSwagen Tiguan 2.0 2012,2800000.0,10.0,1984.0,1,78000.0,1.0,0,0,13.0
Suzuki Vitara 2007 Model 1350000 fixed price Hurry,1350000.0,10.0,2000.0,1,49000.0,1.0,0,0,18.0
Duster 2017 Autamuc Transmission Fully Fresh,2399999.0,15.0,1400.0,2,35000.0,1.0,1,0,8.0
Hyundai i10 Car,1125000.0,12.0,1200.0,1,58535.0,2.0,0,0,16.0
2022 model ko kia seltos bikrima aayo,5500000.0,14.0,1497.0,1,36000.0,1.0,1,0,3.0
SINGLE HAND HONDA CITY,1600000.0,13.0,1600.0,1,78000.0,3.0,0,0,12.0
Isuzu V-cross 2018 model for sale ,3900000.0,12.0,2500.0,2,28728.0,4.0,0,1,7.0
Maruti Suzuki A Star Zxi,1400000.0,16.0,998.0,1,72000.0,2.0,0,0,13.0
Nissan Terrano XV Automatic 2018 Model,2675000.0,15.0,1600.0,2,60500.0,1.0,1,0,7.0
2018 Isuzu Dmax Vcross for sale,3800000.0,12.0,2500.0,2,68000.0,1.0,0,1,7.0
Jeep Compass Limited Autogear 2022 Model,8000000.0,10.0,2000.0,1,9576.0,1.0,1,1,3.0
FREE LANDER 2,4500000.0,11.0,2200.0,2,77000.0,1.0,1,1,17.0
Hyundai Tucson GLS “2014”,3869000.0,13.0,1991.0,2,72169.0,1.0,0,1,11.0
SANTRO,2050000.0,15.0,1100.0,1,50000.0,2.0,0,0,6.0
2011 model ko muruti bikrima aayo,775000.0,15.0,800.0,1,62244.0,2.0,0,0,14.0
2018 Isuzu Dmax Scab on sale,2800000.0,12.0,2400.0,2,65000.0,4.0,0,0,7.0
honda city,2499999.0,12.0,1500.0,1,43092.0,3.0,0,0,10.0
Tata Nexon EV Prime,3100000.0,18.0,100.0,3,40000.0,1.0,1,0,2.0
Hyundai Tucson GLS “2014”,3870000.0,13.0,1991.0,2,72169.0,1.0,0,1,11.0
Ford Figo Zxi 2011 On Sale,1075000.0,15.0,1200.0,1,58000.0,2.0,0,0,14.0
🚘 Premium Pickup on Sale – Nissan Navara VL 2018,6800000.0,11.0,2455.0,2,64000.0,4.0,1,1,7.0
Maruti Suzuki eco van 2018 model 7 sitar on sale,1700000.0,15.0,1200.0,1,57000.0,5.0,0,0,6.0
Skoda Rapid 1.5 Active 2019,1950000.0,18.0,1498.0,2,68000.0,3.0,0,0,6.0
Kia Sonet Gt Line,3900000.0,18.0,1500.0,2,45000.0,1.0,0,0,5.0
Renault kwid RXT O variant 2021 model on sale,1750000.0,18.0,1000.0,1,14364.0,2.0,0,0,4.0
Mercedes Benz Glc 220d Like New Conditions Top,190.0,12.0,2143.0,2,31000.0,1.0,1,1,7.0
Land rover defender 2015 model,13500000.0,12.0,2200.0,2,66450.0,1.0,0,1,10.0
COROLLA LX ,1675000.0,14.0,1597.0,1,114806.0,3.0,0,0,18.0
CIAZ ZETA,2250000.0,14.0,1373.0,1,65000.0,3.0,0,0,8.0
Jeep Compass Limited Plus AMT 2019 (Single Hand),6490000.0,14.0,1386.0,1,38857.0,1.0,1,0,6.0
Jeep compass limited 4wd 2018 model,6000000.0,13.0,2000.0,2,68000.0,1.0,0,1,7.0
Brezza vdi 2018 model 9851137245,2850000.0,15.0,1248.0,2,44000.0,1.0,0,0,7.0
2016 Model Ko Nissan Indio 775000,775000.0,18.0,799.0,1,71751.0,6.0,1,1,9.0
Renault Kiger Rxz Top Variant,2750000.0,17.0,999.0,1,31000.0,1.0,0,0,4.0
scorpio s6+ on sell,35000.0,12.0,2200.0,2,38304.0,1.0,1,0,9.0
ISUZU D-MAX V-Cross 4WD “2017”,3549000.0,12.0,2499.0,2,53586.0,4.0,0,1,8.0
Santro GLS,1100000.0,17.0,1086.0,1,84000.0,2.0,0,0,16.0
KOREAN BRAND HYUNDAI GETZ 2007 MODEL FULL OPTION,775999.0,10.0,1498.0,1,80110.0,2.0,0,0,18.0
Vehicle For Rent,8500.0,11.0,1500.0,1,1.0,1.0,0,0,5.0
Navar VL,7000000.0,12.0,2500.0,2,64000.0,4.0,1,1,7.0
Nexon XZ+ 2020,3050000.0,18.0,1200.0,1,47000.0,1.0,0,0,5.0
Mitsubishi ASX 4wd 2017 with Finance Facility,5800000.0,10.0,2000.0,1,71000.0,1.0,1,1,8.0
Latest Shape 2021 Hyundai Tucson Petrol,7350000.0,10.0,2000.0,1,38000.0,1.0,0,0,4.0
Kia Picanto 2007,775000.0,15.0,1086.0,1,67000.0,2.0,0,0,18.0
Maruti Suzuki Brezza Zxi+ 2023 Model,4800000.0,18.0,1500.0,4,4788.0,1.0,0,0,2.0
