name,price,used_for,colour,mileage,engine_cc,fuel,kilometer_run,waranty,types,is_automatic,is_4WD,age
Tata Sumo Victa 2008 (Tata),"रू. 9,75,000",,silver,,1948.0,2,56000.0,,,0,0,17
I10 Magna 2009 ( 9851008482) (Hyundai),"रू. 13,50,000",,Black,,1197.0,1,,,,0,0,16
Eicher terra 16xp tipper sasto ma bikrima (Eicher),"रू. 37,00,000",,Yellow,,4898.0,2,3700.0,,,0,0,4
suzuki alto (Maruti Suzuki),"रू. 6,99,000",personal use,silver,,800.0,1,,,,1,0,18
Tata indica 500000 9860462630 (Tata),"रू. 5,00,000",,Black,,1500.0,1,20.0,,,1,0,18
Swift Dzire 2010 Model (Maruti Suzuki),"रू. 14,00,000",1 year,Grey,15.0,1300.0,1,61000.0,1 week,,0,0,15
Ufo jeep for sale (Other Chinese Brands),"रू. 15,00,000",,Mate Black,,1600.0,1,86000.0,,,0,0,15
Excellent Condition Maruti Suzuki Alto 800 On Sale,"रू. 12,50,000",,Grey,,800.0,1,40352.0,,,0,0,10
omni cargo van 2012 for sale (Maruti Suzuki),"रू. 5,25,000",few years,white,10.0,800.0,1,8200.0,no,,0,0,13
good condition somu gold ex 2016 ko fresh xa (Tata),"रू. 15,00,000",privet,read,14.0,2900.0,2,80000.0,no,,0,0,9
good condition bolero dubele cap 4×4 (Mahindra),"रू. 17,50,000",privet,white,12.0,2523.0,2,60000.0,no,,0,1,7
Double Cabin bolero on Sell with full condition (Mahindra),"रू. 13,50,000",,,,,2,,,,1,1,11
Like New 2021 Suzuki Wagon R up for sale (Maruti Suzuki),"रू. 22,75,000",,Grey,,1000.0,1,15000.0,,,0,0,4
Hyundai I 10 Megna car On sell. (Hyundai),"रू. 13,25,000",,Silver,,1200.0,1,70000.0,,,1,0,16
Swift Zxi 2015 Model With Push Bottom On Sale (Maruti Suzuki),"रू. 21,49,999",,Red,16.0,1200.0,1,41100.0,,,0,0,10
2017 model bolero flat body sale or exng with car (Mahindra),"रू. 14,50,000",,White,,2500.0,1,53000.0,,,0,0,8
Maruti Suzuki Alto (Maruti Suzuki),"रू. 11,00,000",singal hand,silver,17.0,1000.0,1,58000.0,no,,0,0,14
Honda City Zxi (Honda),"रू. 11,00,000",,Silver,,1500.0,1,75000.0,,,0,0,18
Nissan Patrol Automatic (Nissan),"रू. 1,15,00,000",,Silver,,3000.0,2,,,,1,1,11
Hyundai i20 Active (Hyundai),"रू. 25,00,000",7 years',silver,15.0,1200.0,1,81000.0,No,,0,0,9
Daihatsu terios 2014 model for sale (Daihatsu),"रू. 43,00,000",,White,,1500.0,1,59000.0,,,0,1,11
Santro For Sale (Hyundai),"रू. 11,50,000",Home,Black,13.0,1096.0,1,57000.0,,,0,0,18
2007 model maruti sujuki 800 car (Maruti Suzuki),"रू. 5,15,000",,white,19.0,796.0,1,,,,1,0,18
2002 model maruti 800 car (Maruti Suzuki),"रू. 3,65,000",,white,18.0,796.0,1,56000.0,,,1,0,23
Cargo Van (Maruti Suzuki),"रू. 3,50,000",1 year,Whitr,10.0,800.0,1,80000.0,No,,1,0,15
Crane (Other Brands),"रू. 25,00,000",,,,,1,,,,0,0,15
Swift Vxi 2009 (Maruti Suzuki),"रू. 13,85,000",,asure blue,14.0,1300.0,1,76500.0,,,0,0,16
Tata Ace xL (Tata),"रू. 9,50,000",2 years,Cream,,700.0,2,28250.0,,,0,0,5
MG ZS EV 2021 model (Other Brands),"रू. 51,00,000",,White,,,3,,,,1,0,4
Jimny Suv (Maruti Suzuki),"रू. 17,00,000",Personal,Army green,18.0,1200.0,1,98000.0,No,,0,1,27
Santro (Hyundai),"रू. 22,25,000",,Grey,,1086.0,1,15000.0,,,0,0,4
Hyundai i20 Asta 1.4 Automatic for Sale!!! (Hyundai),"रू. 18,00,000",,Marron,,1400.0,1,76342.0,,,1,0,15
Hyundai Santro Era 2021(9851008482) (Hyundai),"रू. 22,25,000",,Grey,,1100.0,1,15000.0,,,0,0,4
Hyundai Santro 2014 Silver (Hyundai),"रू. 16,00,000",sometimes,Silver,14.0,1186.0,1,35000.0,,,0,0,11
For Sale (Eicher),"रू. 6,50,000",,,,,2,,,,1,1,10
nissan supersaloon sedan car (Nissan),"रू. 12,50,000",personel use,metalic very light gold,13.0,1596.0,1,69000.0,no,,0,0,19
Swift Zxi 2016 (Maruti Suzuki),"रू. 22,60,000",,,,1200.0,1,42000.0,,,0,0,9
2011 BOLERO DOUBLE CAB 4WD (Mahindra),"रू. 9,50,000",,WHITE,12.0,2523.0,2,77000.0,,,0,1,14
Single Hand 2015 Swift dzire zxi (Maruti Suzuki),"रू. 21,00,000",,grey,14.0,1197.0,1,47000.0,,,0,0,10
Single hand 2010 i20 asta (Hyundai),"रू. 15,75,000",,grey,13.0,1197.0,1,58000.0,,,0,0,15
Modified Small Hatchback Daihatshu cuore! (Daihatsu),"रू. 5,75,000",1 year,Blue,12.0,850.0,1,98521.0,,,0,0,28
14 model Bolero is in sale (Mahindra),"रू. 10,50,000",Chicken suppliers,White,10.0,2900.0,2,790000.0,No,,0,0,11
Ecosport Signature 2018(9851008482) (Ford),"रू. 35,50,000",,Blue,,1500.0,1,,,,0,0,7
Tata Zest 2017 (Tata),"रू. 24,00,000",2 years,Silver,15.0,1200.0,1,29000.0,3 years,,0,0,8
Hyundai eon era+ (Hyundai),"रू. 10,75,000",,blue,22.0,814.0,1,45000.0,,,0,0,12
Scorpio S4 Urgently Sell Ma (Mahindra),"रू. 26,50,000",7 Years,White,15.0,2179.0,2,155000.0,No,,1,0,10
Ford Figo Titanium 2013 (Ford),"रू. 12,00,000",Office and home,White,15.0,1200.0,1,56000.0,,,0,0,12
Automatic Suzuki celerio on sale (Maruti Suzuki),"रू. 18,00,000",,metallic green,,1000.0,1,,,,1,0,11
Santro 2010 Fresh (Hyundai),"रू. 13,00,000",13 years,White,12.0,1100.0,1,75000.0,Buy Back,,0,0,15
Toyota Pickup (Toyota),"रू. 8,75,000",,red,,2800.0,2,,,,1,1,28
santro bikrima (Hyundai),"रू. 10,25,000",10,grey,18.0,1100.0,1,100000.0,,,0,0,19
Suzuki Swift 2007 (Maruti Suzuki),"रू. 11,00,000",,,,1300.0,1,72256.0,,,0,0,8
scorpio2015 (Mahindra),"रू. 17,00,000",,white,,,2,,,,1,1,10
2014 modal ko mahendra sell (Mahindra),"रू. 8,95,000",,silbar,12.0,5223.0,2,9800.0,,,1,0,11
Hyundai i10 magna 1200 cc on sell (Hyundai),"रू. 12,75,000",family,blue,14.0,1200.0,1,62000.0,no,,0,0,17
Nexon ev xz+ (Tata),"रू. 36,00,000",13 months,Blue and white,270.0,2425.0,3,25000.0,8 years,,1,0,4
Alto taxi (Maruti Suzuki),"रू. 25,50,000",-,,15.0,800.0,1,,No,,1,0,7
Santro full option (Hyundai),"रू. 10,35,000",personal,silver,15.0,1086.0,1,68500.0,,,0,0,19
Ford freestyle titanium 2018 (Ford),"रू. 23,00,000",Personal,Cream,16.0,1200.0,1,47000.0,,,1,0,7
"Fresh, single handed, driven by doctor i10 sportz (Hyundai)","रू. 14,85,000",hospital to home,silver,14.0,1200.0,1,46374.0,,,0,0,15
KIA SPORTAG on sale (Kia),"रू. 20,00,000",,Coffee,12.0,2000.0,2,54000.0,No,,1,1,19
Hyundai tucson 1991 CC Fully loaded Four wheel 4×4 (Hyundai),"रू. 20,50,000",13 year,maroon,16.0,1991.0,2,85000.0,No,,1,1,16
Sonata (Hyundai),"रू. 27,00,000",11,Silver,10.0,2000.0,1,50000.0,,,0,0,15
Kia Niro Ev (Kia),"रू. 55,00,000",,Silver,,,3,46000.0,,,1,0,6
Scorpio Pick Up 2016 4wd,"रू. 23,00,000",Valley,Silver,18.0,2500.0,2,60965.0,No,,0,1,9
isuzu v-cross (Other Brands),"रू. 44,99,999",,sliver,,2499.0,2,56000.0,,,0,1,8
Ford Ecosport (Ford),"रू. 17,70,000",,Black,,1500.0,1,75000.0,,,0,0,10
Land cruiser Prado vx 2017 model (Toyota),"रू. 2,40,00,000",,Silver,,3000.0,2,78564.0,,,1,1,8
2003 model ko Omni seater van on sale (Maruti Suzuki),"रू. 4,00,000",20 years,white,14.0,796.0,1,70000.0,,,1,0,22
Toyota Corolla LX exceptional condition for sale (Toyota),"रू. 20,50,000",,Red,18.0,,1,77000.0,,,0,0,16
Excellent 2012 ford Figo with 50 percent finance (Ford),"रू. 9,85,000",9 years,Red,12.0,1200.0,1,52000.0,,,0,0,13
Ford EcoSport wanted (Ford),"रू. 18,00,000",,White,,,1,50000.0,,,0,0,9
Excellent Singlehand 2016 breeza (Maruti Suzuki),"रू. 24,90,000",5 years,Black and white,18.0,1300.0,1,47000.0,,,0,0,9
Taxi 2004 For Sale (Maruti Suzuki),"रू. 6,99,000",,white,69000.0,800.0,1,69000.0,,,0,0,21
Excellent Condition Suzuki Swift Vxi 2009 on sale (Maruti Suzuki),"रू. 13,75,000",,Silver,13.0,1298.0,1,,,,0,0,16
Santro 2003 Model (Hyundai),"रू. 7,75,000",,Blue,,1100.0,1,80000.0,,,0,0,22
Ford Eco Sport on sale (Ford),"रू. 21,50,000",,White,14.0,1500.0,1,42000.0,,,1,0,10
Need Hyundai i10 (Hyundai),"रू. 14,00,000",,,,,1,,,,1,0,13
i20 2016 urgent sale (Hyundai),"रू. 24,00,000",,navy blue,,1200.0,1,30000.0,,,0,0,9
"urgent sell,9844502651.9813628286 (Mahindra)","रू. 15,00,000",8,white,50.0,1200.0,2,,1 year,,1,1,5
urjent (Tata),"रू. 10,50,000",,blue,18.0,800.0,2,30000.0,,,1,0,4
Hyundai I10 magna 2014 (Hyundai),"रू. 17,50,000",,Grey,,,1,,,,0,0,11
I20 Magna (Hyundai),"रू. 14,50,000",,Silver,12.0,1200.0,1,53000.0,,,0,0,15
Isuzu higher lander truck (Other Brands),"रू. 45,00,000",any where,white,11.0,2500.0,2,55000.0,company warranty,,0,1,5
car (Chevrolet),"रू. 5,75,000",,,,1000.0,1,25000.0,,,0,0,13
yodha ba 18 cha 2125 (Tata),"रू. 9,00,000",6 years,white,10.0,2900.0,2,1700000.0,,,0,0,8
6 lakh good condition all tyre new (Kia),"रू. 6,00,000",3year,Gray,,1300.0,1,45000.0,Two months,,1,0,21
Ssangyong Rexton Automatic 4WD (Ssangyong),"रू. 1,10,00,000",,Black,,2157.0,2,35000.0,,,1,1,8
Nissan micra 2017 is on sale (Nissan),"रू. 14,50,000",,silver,12.0,1200.0,1,40000.0,,,0,0,8
Ecosport Titanium Full Option 2021 Ford (Ford),"रू. 34,50,000",Self,Silver,16.0,1497.0,1,30000.0,Company Warrenty,,0,0,4
Ford Figo (Ford),"रू. 16,00,000",5,red,,1656.0,2,70000.0,,,0,1,8
Celerio X ZXI 2018 Maruti Suzuki (Maruti Suzuki),"रू. 21,50,000",,White,20.0,998.0,1,38000.0,,,1,1,7
2008 MODEL TOYOTA PRADO JEEP ON SALE (Toyota),"रू. 70,00,000",PRIVATE,SILVER,6.0,3000.0,2,110000.0,NO,,0,1,17
Kia Sportage 2010 AWD for sell (Kia),"रू. 24,50,000",,Grey,10.0,1998.0,1,56000.0,,,1,1,15
Bolero (Tata),"रू. 16,00,000",,White,,2523.0,2,,,,0,1,9
Honda Amaze 1.2 SMT 2014 (Honda),"रू. 17,75,000",,Light Brown,,1200.0,1,57000.0,,,0,0,11
Nissan Sunny FE 1998 (Diesel) (Nissan),"रू. 4,25,000",,Metallic Silver,,2000.0,2,,,,0,0,27
2014 model single hand alto car (Maruti Suzuki),"रू. 12,50,000",,silver,17.0,800.0,1,23000.0,no,,0,0,11
Swift VXI 2016 (Maruti Suzuki),"रू. 20,00,000",,silver,,1200.0,1,49000.0,,,0,0,9
Land Cruiser Prado 1998 On Sale (Toyota),"रू. 34,00,000",24 years,Blue,10.0,2800.0,2,146000.0,No warranty,,0,1,27
Hyundai Creta S 2015 (Hyundai),"रू. 29,50,000",,Silver,,1600.0,1,,,,0,0,10
Urgent Sale (Safari) (Tata),"रू. 8,50,000",15 Years,Sllver&Gray,12.0,2950.0,2,1500.0,,,1,0,19
Second hand isuzu Dmax (Other Brands),"रू. 15,00,000",,White,,2999.0,2,35000.0,,,0,0,7
Second hand car (Tata),"रू. 13,00,000",,Dew white,,1248.0,2,50000.0,,,0,0,11
brand new suzuki ignis 2022 (Maruti Suzuki),"रू. 34,74,000",New,Nexa blue,17.0,1197.0,1,315.0,As per company rules,,0,0,3
urjent sale (Hyundai),"रू. 11,25,000",5 years,gray,14.0,1086.0,1,76009.0,,,1,0,17
Sale of Car (Datsun),"रू. 15,00,000",,Cream,,1200.0,1,14000.0,,,0,0,8
BMW 318i 2003 Model with Automatic Gear (Other Brands),"रू. 45,00,000",,Blue,,2000.0,1,62000.0,,,1,0,22
Nissan Super Saloon 2007 Model (Nissan),"रू. 12,50,000",,Golden,,1500.0,1,90000.0,,,0,0,18
Ford Endeavour 2016 Model with Automatic Gear (Ford),"रू. 83,00,000",,White,,3200.0,2,73000.0,,,1,1,9
Tata ALTROZ top verient (Tata),"रू. 29,00,000",1 and half year,Silver,16.0,1200.0,1,13000.0,,,0,0,4
venue (Hyundai),"रू. 31,00,000",1.5,Silver,20.0,1200.0,1,6700.0,,,0,0,5
toyota lx 2008 (Toyota),"रू. 19,50,000",14 years,gray,11.0,1600.0,1,71000.0,no,,0,0,17
Hundai tucson 2009 on sell (Hyundai),"रू. 21,00,000",2 years,silver,12.0,2000.0,2,90000.0,,,0,1,16
Kia Hiace for sale. (Kia),"रू. 14,00,000",,Silver,,2600.0,2,114000.0,,,0,0,14
suzuki (Maruti Suzuki),"रू. 8,60,000",,red,17.0,800.0,1,67.0,,,0,0,16
Hyundai I10 for sale (Hyundai),"रू. 18,50,000",Personal,Grey,,1100.0,1,19800.0,,,0,0,10
Santro Xing 10 model Gandaki Zone (Hyundai),"रू. 11,65,000",12 Years,Red berry,50000.0,1075.0,1,50000.0,,,0,0,15
Santro Xing 2007 full option (Hyundai),"रू. 9,50,000",16 Years,White,18.0,1047.0,1,67000.0,,,0,0,18
VW POLO 1.6 (Volkswagen),"रू. 22,00,000",9 yrs,silver,15.0,1600.0,1,47000.0,,,0,0,11
Maruti 2019cargo van (Maruti Suzuki),"रू. 6,85,000",2,white,12.0,800.0,1,,,,1,0,6
Cheverolet spark (american brand) (Chevrolet),"रू. 7,25,000",,Red,,995.0,1,63000.0,,,0,0,16
Creta XsO CVT auto top 2021 (Hyundai),"रू. 66,50,000",1year,White,13.0,1499.0,1,17000.0,4years,,1,0,4
"VOLKSWAGEN POLO 1.6 , 2014 model, Hatchback (Volkswagen)","रू. 20,00,000",Personal single handed,silver,,1600.0,1,21000.0,,,0,0,11
Baleno Zeta 2016 Bagmati (Maruti Suzuki),"रू. 22,50,000",,Polar white,,1200.0,1,59000.0,,,0,0,9
Excellent Condition Alto 800 Lxi 2015 For Sell (Maruti Suzuki),"रू. 12,50,000",,Grey,18.0,800.0,1,40000.0,,,0,0,10
omni cargo (Maruti Suzuki),"रू. 6,35,000",,,,,1,,,,0,0,7
Car (Other Chinese Brands),"रू. 10,00,000",,Red,,1300.0,1,20000.0,,,0,0,17
chevrolet aveo luxurious car for sale (Chevrolet),"रू. 10,50,000",,BALCK,11.0,1600.0,1,68000.0,no warenty,,0,1,17
volkswagen polo highline 1.6 2013 (Volkswagen),"रू. 16,75,000",,silver,,1600.0,1,,,,0,0,12
Like a new MG zs (EV) 110 kw (Other Brands),"रू. 55,00,000",Pravite,White,400.0,2667.5,3,20000.0,Due,,1,0,4
Sell or exchange (Ford),"रू. 19,75,000",Personal,Sea grey,15.0,1500.0,1,31000.0,,,0,0,12
car on sale (Mitsubishi),"रू. 22,50,000",company,white,,2495.0,2,,no,,0,1,18
Tucson 2009 model URGENT sale (Hyundai),"रू. 23,00,000",,Blue,,1997.0,2,67000.0,,,0,1,16
Mahindra Scorpio S5 4WD (Mahindra),"रू. 39,00,000",,White,14.0,2179.0,2,70.0,No,,0,1,8
Hyundai Elantra 2011 Model (Hyundai),"रू. 30,00,000",,Blue Sky Metallic,,1600.0,1,65000.0,,,0,0,14
kia rio fully fresh (Kia),"रू. 8,75,000",few years,silver sky,11.0,1400.0,1,68000.0,no,,0,0,18
car (Maruti Suzuki),"रू. 13,00,000",personal,silver,13.0,1200.0,1,68000.0,no,,0,0,15
Suzuki WagonR 2016 vxi single hand excellent condi (Maruti Suzuki),"रू. 16,50,000",6 year,Grey,14.0,1000.0,1,37000.0,1 year,,0,0,9
Suzuki swift 2021 Zxi+ top option single hand (Maruti Suzuki),"रू. 28,50,000",1 year,Metallic white,14.0,1200.0,1,22000.0,In company warranty,,0,0,4
Brand New Brezza 2023 Model (Maruti Suzuki),"रू. 52,99,000",,,19.0,1462.0,4,,As per company rules,,0,0,2
ford ecosport 2014 automatic (Ford),"रू. 24,50,000",,silver,14.0,,1,44000.0,,,1,0,11
Hyundai Tucson On Sale (Hyundai),"रू. 21,50,000",Short time,marron,12.0,2000.0,2,65000.0,No,,1,1,17
Maruti Suzuki Swift ZXI (Maruti Suzuki),"रू. 26,25,000",,Silky Silver,,1200.0,1,33598.0,,,0,0,7
Polo on sale (Volkswagen),"रू. 23,50,000",,Chocolate,10.0,1699.0,1,47000.0,,,0,0,9
Volkswagen Polo 1.2 Trendline 2012 Model (Volkswagen),"रू. 14,00,000",,Red,,,1,,,,0,0,13
Suzuki Wagon R on sales (Maruti Suzuki),"रू. 11,00,000",,Red,15.0,1061.0,1,49565.0,,,0,0,15
Eco cargo van: model 2019 (Maruti Suzuki),"रू. 12,50,000",,,,1196.0,1,,,,0,0,6
Hyundai Creta 2016 (Hyundai),"रू. 32,00,000",,,,1499.0,1,21500.0,,,0,0,9
Scorpio s4 2016 model (Mahindra),"रू. 31,00,000",,sky blue 🔵,,2200.0,2,,,,0,0,9
Grand i10 Asta 2014 (Hyundai),"रू. 20,90,000",,Grey,,1197.0,1,42000.0,,,0,0,11
I10 Megna 2013 red color (Hyundai),"रू. 16,00,000",3 years,Red,13.0,1200.0,1,62000.0,,,0,0,12
hyundai i 20active s 2016 on cell. (Hyundai),"रू. 24,99,000",,White,,1200.0,1,,,,0,0,9
Kia sonet (Kia),"रू. 32,30,000",,,,,1,8500.0,,,0,0,4
kia Picanto Ex 2010 (Kia),"रू. 11,75,000",,Skey Blue,,1086.0,1,50000.0,,,0,0,15
Grand i10 Magna 2015 (Hyundai),"रू. 20,50,000",,Sleek Silver,,1197.0,1,39000.0,,,0,0,10
Nissan kicks 2021 model (Nissan),"रू. 41,00,000",,grey,,1600.0,1,32000.0,,,0,0,4
"2005 model kia picanto fulloption sale,exng bikes (Kia)","रू. 7,95,000",,Black,,1000.0,1,65000.0,,,0,0,20
Brezza ZXI 2019 (Maruti Suzuki),"रू. 35,00,000",,,,,1,17000.0,,,0,0,6
Hyundai grand i10 nios 2021 (Hyundai),"रू. 29,50,000",Privaye,,13.0,1200.0,1,6000.0,,,0,0,4
2008 model kia sorento fully loaded sale ot exng (Kia),"रू. 20,50,000",,Silver,,2500.0,2,65000.0,,,0,1,17
maruti van (Maruti Suzuki),"रू. 6,90,000",,silver,,800.0,1,65000.0,,,1,0,13
sell for mahindra pick-up bullero 1300000 (Mahindra),"रू. 13,00,000",yes,white,18.0,1600.0,2,81000.0,No,,0,0,12
"Datsun Redi Go, 2016 (Datsun)","रू. 11,50,000",,Grey,22.0,800.0,1,17000.0,,,0,0,9
Vitara brezza 2023 booking open😍 (Maruti Suzuki),"रू. 52,99,000",New,Red and black silver,19.0,1462.0,4,314.0,As per company rules,,0,0,2
Nissan Magnite 2021 Urgent sale (Nissan),"रू. 27,00,000",Personal,White,17.5,1000.0,1,16000.0,,,1,0,4
Sale or Exchange: Volkswagen Cross Polo 1.6 (Volkswagen),"रू. 26,00,000",,Silver,,1600.0,1,23000.0,,,0,0,9
Ford Ranger XL 3.2c 2017 Model Single Hand On Sale (Ford),"रू. 55,00,000",Home,Silver,11.0,3200.0,2,61000.0,,,0,1,8
hyundai creta 2018 on sale (Hyundai),"रू. 37,75,000",,POLAR WHITE,14.0,1500.0,1,35000.0,,,0,0,7
Maruti Suzuki alto k10 vxi. (Maruti Suzuki),"रू. 14,50,000",Hospital,Red,19.0,998.0,1,45000.0,no,,1,0,9
Tata zest XT 2015 model 1200 cc (Tata),"रू. 25,00,000",,,,1200.0,1,,,,0,0,10
Fiat Punto Dynamic 2013 for Sale (Fiat),"रू. 11,00,000",9,Silver,18.0,1248.0,2,69500.0,,,0,0,12
"I10 Sportz Grey ,2011 Model 2 Hand , 52000 Km Run (Hyundai)","रू. 15,80,000",Few,Grey,16.0,1197.0,1,52000.0,No warranty,,0,0,14
omni van 8 seater 2016 single hand (Maruti Suzuki),"रू. 8,50,000",personal,silver,16.0,800.0,1,34000.0,no,,1,0,9
mahindra supro t4 (Mahindra),"रू. 7,50,000",3 years,red,13.0,1000.0,2,75000.0,,,1,0,7
i 10 sale 9813637744 fullopson grey ktm rs 1445/- (Hyundai),"रू. 14,45,000",all is ok,grey light,18.0,1200.0,1,51700.0,yes,,0,0,14
Car (Toyota),"रू. 25,00,000",12yrs,Ash,70.0,,1,70000.0,No,,0,0,14
SWIFT ZXI 2014 On Urgent Sale (Maruti Suzuki),"रू. 18,50,000",8 Years,White,15.0,1197.0,1,,,,0,0,11
Hyundai Creta 2021 sx ivt top model (Hyundai),"रू. 65,00,000",,Typoon silver,15.0,1500.0,1,6000.0,,,1,0,4
skoda laura 2011 (Skoda),"रू. 15,25,000",,black,10.0,1896.0,2,70000.0,,,0,0,14
Hyundai i10 magna (Hyundai),"रू. 15,00,000",N/a,Carbon grey,,1086.0,1,,No,,1,0,14
MG ZS EV 2021 model (Other Brands),"रू. 54,00,000",,White,,,3,,,,1,0,4
Hyundia I 10 magna (Hyundai),"रू. 17,00,000",,,,1197.0,1,48000.0,No,,1,0,13
Grand i10 Sportz on Sale (Hyundai),"रू. 24,75,000",personal,Gray,16.0,1200.0,1,36500.0,,,0,0,7
Ford EcoSport Titanium 2015 Model (Ford),"रू. 22,00,000",,silver,,,1,,,,0,0,10
Hyundai Tucson 2009 model (Hyundai),"रू. 20,00,000",,Green,,,2,,,,0,1,16
Maruti Omni Van 2018 (Maruti Suzuki),"रू. 9,20,000",4 years,silver,13.0,796.0,1,35000.0,No,,1,0,7
Toyota Etios V (Toyota),"रू. 17,00,000",,Grey,,1500.0,1,52000.0,,,0,0,11
Zen Stailo Vxi 2010 (Maruti Suzuki),"रू. 10,25,000",,goldenó,,996.0,1,51000.0,,,0,0,15
Brezza on sale (Maruti Suzuki),"रू. 42,00,000",,silver,,1500.0,1,16000.0,,,0,0,4
TOYOTA YARIS MADE IN JAPAN (Toyota),"रू. 15,99,000",,Red,15.0,1496.0,1,,,,0,0,18
Suzuki Swift VXI 2013 (Maruti Suzuki),"रू. 17,00,000",,Pearl White,,1200.0,1,,,,0,0,12
Mahindra kuv100 k6 (Mahindra),"रू. 17,50,000",,Red,16.0,1000.0,1,44532.0,,,0,0,9
Datsun Go (Datsun),"रू. 11,00,000",7,grey,16.0,,1,65000.0,no,,1,0,11
Suzuki baleno 2017 (Maruti Suzuki),"रू. 20,50,000",,White,,,1,45000.0,,,0,0,8
Kia Picanto 2006 (Kia),"रू. 9,50,000",,Blue,12.0,1086.0,2,72000.0,,,0,0,19
Suzuki (Maruti Suzuki),"रू. 5,20,000",,गेस विज,16.0,1061.0,1,75.0,,,0,0,24
Vw Vento 1.6L Highline Plus 2013 Exchange Also (Volkswagen),"रू. 17,75,000",9 years,Sliver,14.0,1600.0,1,53500.0,5 years,,0,0,12
Mahindra Scorpio S6 plus 2017 (Mahindra),"रू. 34,00,000",,Silver,,2200.0,2,,,,0,0,8
"Kia Sonet , Kiasonet Car SUV (Kia)","रू. 31,25,000",,,,1200.0,1,42000.0,,,0,0,4
Bolero single cab mahindra sell (Mahindra),"रू. 12,00,000",,White,,,2,100000.0,,,1,0,9
Ford Aspire 2015 (Ford),"रू. 15,75,000",Personal use,Smoke Grey,13.0,1196.0,1,485780.0,NO,,0,0,10
Hyundai Creta SXO 2019 model (Hyundai),"रू. 51,50,000",,silver,,,1,,,,0,0,6
Ford Freestyle 2020 model (Ford),"रू. 24,50,000",,Silver,,,1,,,,0,0,5
Hyundai Santro Xing 2010 model (Hyundai),"रू. 11,50,000",,black,,,1,,,,0,0,15
Maruti zen (Maruti Suzuki),"रू. 3,35,000",,,,,1,,,,0,0,25
Volkswagen Vento TSl AT Sales & exchange offer (Volkswagen),"रू. 52,40,000",,,,,1,,,,1,0,4
TATA TIGOR XZ+ (Tata),"रू. 19,99,000",,Silver,20.0,1199.0,1,,,,0,0,8
Isuzu Dmax Vcross (Other Brands),"रू. 52,00,000",,Obsidian grey,,2499.0,2,60000.0,,,0,1,8
Hyundai i20 Active S|2017| Urgent sale| Full fresh (Hyundai),"रू. 27,25,000",Official works only,white,14.0,1200.0,1,30000.0,,,0,0,8
Hyundai Xcent Sx O 2014 (Hyundai),"रू. 20,50,000",,Silky Silver,,1196.0,1,54383.0,,,0,0,11
Maruti suzuki wagoner 2015 (Maruti Suzuki),"रू. 14,55,000",,Marun,,1000.0,1,52000.0,,,0,0,10
Maruti Suzuki swift dzire 2009 ON SALE (Maruti Suzuki),"रू. 11,70,000",personal used,blue,15.0,1200.0,1,85000.0,,,1,0,16
TATA 1109 (Tata),"रू. 27,99,000",,white,,3700.0,2,90000.0,,,0,0,7
Bolero pick up (Mahindra),"रू. 18,00,000",Personal,White,,,2,90000.0,,,1,1,7
Kia on sales (Kia),"रू. 5,50,000",Personal,White,10.0,1200.0,1,320000.0,No,,1,0,21
गाडी बिक्रीमा (Mahindra),"रू. 21,00,000",,white,15.0,2200.0,2,64000.0,,,0,1,10
Scorpio S4+ (Mahindra),"रू. 38,50,000",5,Blue,15.0,2200.0,2,5600.0,,,0,1,8
Hyundai Creta 2017 base model SingleHand For Sale (Hyundai),"रू. 32,85,000",,Silver,10.0,1600.0,1,49000.0,,,0,0,8
Single Hand Used Fully Loaded Family Car Swift VXI (Maruti Suzuki),"रू. 16,75,900",Few Years,Grey,18.0,1197.0,1,55000.0,,,0,0,13
"Volkswagen polo 1.6 2011 silver, fresh condition, (Volkswagen)","रू. 15,00,000",,Silver,12.0,1600.0,1,55000.0,,,0,0,14
Car sell on urgent (Honda),"रू. 12,90,000",Office to home,Maroon,13.0,1350.0,1,75000.0,No,,0,1,18
PROTON WIRA (2003) (Other Brands),"रू. 5,75,000",,,,1498.0,1,19000.0,,,0,0,22
picanto silver (Kia),"रू. 10,50,000",,silver,,1100.0,1,83000.0,,,0,0,16
Hyundai Creta SX+ 2017 Model Fulloptions On Sale (Hyundai),"रू. 41,00,000",,White,12.0,1500.0,1,41000.0,,,0,0,8
Ford figo titanium 2015 (Ford),"रू. 12,50,000",,Grey,15.0,1200.0,1,50000.0,,,1,0,10
Renault duster RXS 2018 (Renault),"रू. 25,00,000",,,,1500.0,1,50000.0,,,0,0,7
Urgent sell (Tata),"रू. 9,50,000",2 years,Blue,20.0,600.0,2,123.0,0,,1,0,4
Picanto 2008 Silver full option (Kia),"रू. 9,00,000",,silver,14.0,1100.0,1,53000.0,,,0,0,17
2013 model ford figo singlehand sale or exng bikes (Ford),"रू. 12,50,000",,Silver,,1200.0,1,43000.0,,,0,0,12
2019 Hyundai Grand i10 Sportz (Hyundai),"रू. 25,75,000",,Titan Gray Metallic,,1197.0,1,20000.0,,,0,0,6
Mahindra xuv 500 w10 2016 model for sale (Mahindra),"रू. 38,50,000",,Orange,,2200.0,2,53000.0,,,0,1,9
Maruti Suzuki Alto 800 for sale (Maruti Suzuki),"रू. 15,00,000",,,,,1,,,,1,0,5
