Name,Price,Used For,Warranty,Transmission,Colour,Make Year,Features,Mileage,Engine (CC),Fuel,Kilometer Run,Types
Honda dio sale. Or exchange   Ramro  condition ma ,85000,,,Automatic,Gray,2013,,,110,Petrol,44,Scooty
Honda aviator 1st hand 65 lat 9849686911,87500,9 year,no,Manual,golden,2015,self start,45,110,Petrol,23560,Standard
Pulsar 220 fresh sound n condiition,115000,,,Manual,,0,,,,Petrol,,Standard
Fresh NS 200 FI ABS on sale,195000,,,Manual,Black,2020,,35,200,Petrol,39000,Sport
Nk 250,247000,,,Manual,Silver,2019,,30,250,Petrol,40340,Sport
Pulsar Abs  n150,320,Daily use,5,Manual,Black,2024,,60+,150,Petrol,3600,Others
yamaha gladiator 51lot,50000,,,Automatic,,2012,,,,Petrol,,Standard
discovery 68lot,65000,,,Automatic,,2015,,,,Petrol,,Standard
honda unicorn 39lot,55000,,,Automatic,,2010,,,,Petrol,,Standard
pulsar 150 81lot,125000,,,Automatic,,2016,,,,Petrol,,Standard
pulsar 150 035lot,195000,,,Automatic,,2021,,,,Petrol,,Standard
honda aviator 73lot,99000,,,Automatic,,2016,,,,Petrol,,Standard
pulsar 220 024lot,230000,,,Automatic,,2021,,,,Petrol,,Standard
ntorq 036lot,160000,,,Automatic,,2021,,,,Petrol,,Standard
pleasure 44lot,50000,,,Automatic,,2011,,,,Petrol,,Standard
pulsar 220 001ot,175000,,,Automatic,,2018,,,,Petrol,,Standard
Fzs V2,240000,3 years,,Manual,Navy blue,2022,,45,149,Petrol,,Standard
TVs Ntroq With Disk On Urgent Sale,137000,2 year,,Automatic,,2019,,35,125,Petrol,22000,Scooty
Single Hand Bajaj Pulsar 150 On Urgent Sale,112000,,,Automatic,Black,2017,,45,150,Petrol,32000,Standard
Apache Rtr160cc 132 Lot Super Fresh Condition Sell,175000,,,Manual,,2021,,,,Petrol,,Sport
Pulsar 150 65 Lot Super Fresh Condition Onsell,80000,,,Manual,,2014,,,,Petrol,,Sport
Jawa 42 300cc 118 Lot Super Fresh Condition Sell,278000,,,Manual,,2020,,,,Petrol,,Standard
Tvs Jupitar 94 Lot Super Fresh Condition Onsell,88000,,,Manual,,2018,,,,Petrol,,Scooty
Honda Aviator 93 Lot Super Fresh Condition Onsell,119000,,,Manual,,2018,,,,Petrol,,Scooty
pulsar 220f 131 lot,248000,,,Manual,,2021,,,220,Petrol,,Standard
Aprilla Sr 125cc 131 Lot Super Fresh Condition Ons,157000,,,Manual,,2013,,,,Petrol,,Sport
Bajaj 220F pulsar Abs Single Hand 2022 model 038,260000,,,Automatic,Black Red,2022,Home to office ,35,220,Petrol,16500,Standard
Single Hand Used Vespa,148000,5yrs,1yrs,Manual,Sky blue,2021,All,35,125,Petrol,30000,Scooty
Honda hornet 160r,159999,,,Manual,Orange,2018,,45 kmpl,160,Petrol,34000,Standard
Apache RTR 200 4V - CDI Unit,2600,,,Manual,,0000000,,,,Petrol,,Standard
Fz v3 bs6 ,235000,Personal,,Manual,Green,2021,Abs fi y connect pattern lock,48 Kmpl,150,Petrol,24000,Sport
BMW GS 310 on urgent sale,730000,Sometimes ,Engine,Manual,Grey,2019,,30,310,Petrol,31500,Others
Tvs Ntorq,185000,,,Automatic,,2020,,,,Petrol,36000,Scooty
xpluse 126 lot,228000,,,Manual,,2021,,,,Petrol,,Sport
tvs jupiter for sale,65000,,,Automatic,,2017,,,125,Petrol,,Scooty
yamaha fz 25 for sale,157000,,,Automatic,blue,2019,,,250,Petrol,40000,Standard
motor bike,30000,,,Manual,,2008,,,125,Petrol,,Standard
Suzuki Gixer for sale,115000,personal,no,Manual,blue,2016,race model,55,153,Petrol,35000,Sport
showroom condition bullet 2021 on sale,530000,,,Manual,battel green,2021,,,350,Petrol,21000,Standard
Crossfire Hj 250 2020 Last Model,420000,,,Manual,Orange/ Black ,2020,,25,250,Petrol,7100,Dirt
Royal Classic 350  sale or exchange  Shwroom condi,550000,,,Automatic,Maroon ,2021,,,350,Petrol,26k,Standard
Pulsar 220f super fresh condition,140000,,,Manual,Purple and white,2017,Super Fresh condition bike  seal engine  Has great pick up and like new tyre  No problem in the bike With tax clear,35,220,Petrol,36000,Sport
Fzs v2,180000,,,Manual,Black and silver chrom,2018,Super fresh bike Great engine with like new looks and condition Only 22k running Both like new tyre Has fi so gives over 45+milage,45,150,Petrol,,Sport
Benelli 250i,210000,,,Manual,Red and White,2018,Single hand  Like showroom condition and looks Seal packed engine Has both fi and abs No maintenance needed  Fresh tyre and tax also clear,40,250,Petrol,,Sport
tvs,199000,1,available,Automatic,red,2024,sss,55,125,Petrol,5300,Standard
Aprilia sr150 (036)lot,205000,,,Manual,White,2022,Has like showroom looks and condition  Seal engine  Showroom tyre  Has disk break and only 15k running,35,150,Petrol,15000,Scooty
2011 Honda CB600F Hornet – For Sale,1500000,,,Manual,White,2011,,,600,Petrol,15k,Sport
Hero I Smart 53 Lot Super Fresh Condition Onsell,67000,,,Manual,,2014,,,,Petrol,,Sport
Yamaha Fzv1 51 Lot Super Fresh Condition Onsell,73000,,,Manual,,2013,,,,Petrol,,Sport
Discover 64 Lot Super Fresh Condition Onsell,67000,,,Manual,,2014,,,,Petrol,,Sport
Apache Rtr160cc 132 Lot Super Fresh Condition Onse,175000,,,Manual,,2021,,,,Petrol,,Sport
Pulsar 150 65 Lot Super Fresh Condition Onsell,89000,,,Manual,,2014,,,,Petrol,,Sport
Jawa 42 300cc 118 Lot Super Fresh Condition Onsell,278000,,,Manual,,2020,,,,Petrol,,Standard
Tvs Jupitar 94 Lot Super Fresh Condition Onsell,88000,,,Manual,,2018,,,,Petrol,,Scooty
Honda Aviator 93 Lot Super Fresh Condition Onsell,119000,,,Manual,,2018,,,,Petrol,,Scooty
Aprilla Sr 125cc 131 Lot Super Fresh Condition Ons,157000,,,Manual,,2021,,,,Petrol,,Scooty
Dio 125 Sell,245000,,,Automatic,Red and black ,2024,,50,125,Petrol,8000,Scooty
Honda,55000,,,Manual,kalo rato,2010,,40,125,Petrol,,Standard
Aprilla sr 125cc. 131 lor super fresh condition,157000,,,Manual,,2021,,,,Petrol,,Scooty
honda unicorn 41 lot super fresh condition on sell,67000,,,Manual,,2010,,,,Petrol,,Sport
Ns 200 ( 2018 Model ),150000,Personal ,,Manual,Red ,2018,,35,200,Petrol,49000,Sport
Yamaha Ray Z R street rally,180000,,,Manual,Green,2020,,45,125,Petrol,29000,Scooty
Fz 250 Fi Abs,214000,,,Manual,Black,2019,,40,250,Petrol,24000,Sport
honda unicorn 39lot,55000,,,Automatic,,2010,,,,Petrol,,Standard
Honda Shine,120000,,,Manual,Black,2017,,45,125,Petrol,31000,Sport
vespa vxl,130000,,,Manual,red,2018,,,125,Petrol,11025,Scooty
Bajaj pulsar 150 (2021),150000,Personal,no,Automatic,Black and red,2021,,40,150,Petrol,50286,Standard
XR 190 on sale...,599999,personal,1 year engine warranty,Manual,red and black,2022,,38,190,Petrol,15000,Dirt
Meteor 350. Digital meter console,10000,Like new,No,Manual,Black,2025,All digital description of bike including km  fuel  odometer and trip meter,35,350,Petrol,0,Cruiser
Bike for sale!!!! Pulsar 150 single disc hurry !!,100000,Practice,No warranty,Manual,Red and black,2013,New tyre . Engine repaired,40,150,Petrol,50000,Others
Duke 390,650000,,,Manual,White ,2021,,,390,Petrol,18000,Sport
Honda nx 200 153 lot sale,398000,,,Automatic,Black,2024,,45,200,Petrol,5000,Standard
2019 year model ..Dominar400 For Sell,400000,Touring and Normal Home to office,Null,Automatic,Black,2019,Accesorries worth more than 80k.. ,28+,400,Petrol,32000+,Cruiser
Apache bike on Sale -(42 LOT),55000,,,Manual,,0,,,,Petrol,,Others
Crossfire tracker 250 (032)lot super fresh bike,160000,,,Manual,Black and Red,2021,Single hand bike  Seal smooth engine  Like showroom looks and condition  Only 23k genuine running and great milage  Timely maintained and no problem in bike,32,250,Petrol,23000,Dirt
Xr190 sasto price ma single use,450000,,,Manual,Black and Red,2018,Single hamd use  smooth engine Like showroom looks and condition Only 28k genuine running Has fi and great milage Timely maintained and no problem in the bike,45,190,Petrol,28000,Dirt
Ktm Duke 200 154 Lot Sale Or Exchange,498000,1 years ,,Manual,Orange,2024,Abs,40,200,Petrol,11000,Standard
Bajaj Ns 125 141 Lot Sale Or Ex,169000,2 yeras,,Manual,White,2021,Sele ,45,125,Petrol,23000,Standard
Green Low Speed Electric Scooter/30 KM Range,55000,,,Automatic,Sky Blue,2025,,30,,Electric,,Scooty
Yahama R15 79 Lot Sale Or Exchange,129000,3 yeras ,,Manual,White red,2016,Fi,45,150,Petrol,22000,Standard
Bajaj Pulsar 150cc 91 Lot Sale Or Ex,129000,4 years,,Manual,Black,2018,Self ,45,150,Petrol,33000,Standard
Honda Avator 87 Lot Sale Or Exchange,135000,2 yeras,,Manual,White,2017,Self,45,110,Petrol,33000,Scooty
Hero Xpulse 200 2V,215000,4years,,Manual,Black,2021,ABS,37,199,Petrol,39000,Dirt
Yahama Rayz Disk Break Fi 133 Lot Sale Or Ex,189000,2 yeras ,,Manual,Blue,2021,Fi,50,125,Petrol,16000,Scooty
Yahama Fzs 120 Abs V3 120 Lot Sale Or Exchange,229000,2 yeras,,Manual,Blue,2020,Abs,50,150,Petrol,23000,Standard
Tvs Styker 125cc 145 Lot Sale Or Ex,139000,1 years,,Manual,Blue,2023,Self,50,125,Petrol,13000,Standard
unicorn,90000,,,Manual,gray,2010,,35,149,Petrol,50000,Others
pleasure 44lot,50000,,,Automatic,,2011,,,,Petrol,,Standard
discovery 68lot,65000,,,Automatic,,2015,,,,Petrol,,Standard
ntorq 016lot,160000,,,Automatic,,2020,,,,Petrol,,Standard
"Super fresh 
Cf moto Nk 250cc  95lot",177000,,,Manual,,2018,,,,Petrol,,Sport
Cf Moto Nk 250cc Abs 97 Lot,177000,,,Manual,,2018,,,,Petrol,,Standard
Nk 250 Cc Fi Abs 2018 Model 9823657076,173000,,,Manual,,2018,,,250,Petrol,,Scooty
Pulsar 220  Blue Color  95 Lot,160000,Personal,,Manual,Blue,2017,,35,220,Petrol,29000,Standard
Honda UNicorn 160 bs4 for sale 41k KM run. ,140000,,,Manual,,2017,,,160,Petrol,41000,Standard
Honda dio on sell 2022 model 037 lot ,170000,Office,,Manual,Black,2022,,45-40,109,Petrol,24000,Scooty
Honda aviator 93 lot sale,112000,,,Automatic,Maroon,2017,,35,110,Petrol,29000,Scooty
Honda aviator 69 lot sale,85000,,,Automatic,Maroon,2015,,35,110,Petrol,35000,Scooty
avaitor 62 lot sale,75000,,,Automatic,Maroon,2011,,35,110,Petrol,49000,Scooty
Honda aviator 63 lot sale,77000,,,Automatic,Maroon,2010,,35,110,Petrol,48000,Scooty
Honda aviator 49 lot sale,65000,,,Automatic,White,2009,,35,110,Petrol,59000,Scooty
Honda aviator 110 lot on sale,132000,,,Automatic,Grey,2019,,35,110,Petrol,27000,Scooty
Honda aviator 75 lot on sale,90000,,,Automatic,Grey,2016,,35,110,Petrol,38000,Scooty
Honda sp shine 79 lot sale,105000,,,Automatic,Black,2016,,40,125,Petrol,39000,Standard
Honda shine 162 lot (2018) on sale,128000,,,Automatic,Black and red,2018,,40,125,Petrol,30000,Standard
Honda shine 137 lot sale,188000,,,Automatic,Black red,2022,,40,125,Petrol,18000,Standard
ZR lot 042,140000,,,Automatic,,2020,,,113,Petrol,,Standard
fi Abs Ns200,215000,,1mth,Manual,,2021,,,200,Petrol,,Standard
Pulsar 220 Abs  lot 025,235000,,,Automatic,,2021,,,220,Petrol,,Standard
Grazia 125 lot 013,160000,,,Automatic,,2019,,,125,Petrol,,Scooty
Bajaj Pulsar 150cc TD 101 Lot Sal Or Ex,135000,3 yeras,,Manual,Black,2019,Doube disk,40,150,Petrol,29000,Standard
Pulsar 125 lot 016,140000,,,Automatic,,2020,,,125,Petrol,,Standard
Honda Grazaia 125cc Disk Break 115 Lot Sale Or Exc,169000,3 yeras,,Manual,Grey,2020,Disk break,45,125,Petrol,23000,Scooty
Tvs Nrorque Drum 147 Lot Sale Or Exchange,179000,2 years,,Manual,Grey,2023,Self smart connect ,45,125,Petrol,21000,Scooty
classic hartford on sale!!!🔥🔥,150000,,,Manual,brown,2003,,,150,Petrol,,Standard
88 lot vespa on urgent sale!!,130000,,,Manual,blue,2017,,,125,Petrol,,Scooty
Ntorq 125 Cc 156 Lot Sell And Exchange,167000,,,Manual,,2022,,,,Petrol,,Sport
Fi Glamor 136 Lot Sell And Exchange,153000,,,Manual,,2022,,,,Petrol,,Sport
Honda Hornet 101 Lot Sell And Exchange,147000,,,Manual,,2018,,,,Petrol,,Sport
rayzr fi 125cc on sell,169000,,,Manual,,2021,,50,125,Petrol,,Scooty
dio 130 lot urgent sell,175000,,,Automatic,,2021,,,110,Petrol,17000,Scooty
tvs ntorq on sell,165000,,,Manual,,2022,,35,125,Petrol,,Scooty
honda xr190L 039lot urgent on sell,610000,,,Manual,,2022,,35,190,Petrol,,Standard
136 lot pulsar 150 urgent sell,189999,,,Manual,,2022,,,150,Petrol,,Standard
141 lot fzs v2 dual disk on sel,260000,,,Manual,,2022,,40,150,Petrol,20000,Standard
Dominar 250 red colour on urgent sell. Good condit,320000,,,Manual,Red,2022,,30,250,Petrol,,Sport
Tvs Jupitar 94 Lot Super Fresh Condition Onsell,88000,,,Manual,,2018,,,,Petrol,,Scooty
Honda Aviator 93 Llt Super Fresh Condition Onsell,119000,,,Manual,,2018,,,,Petrol,,Scooty
Aprilla Sr 125cc 131 Lot Super Fresh Condition,157000,,,Manual,,2021,,,,Petrol,,Scooty
Honda Shine 57 Lot Super Fresh Condition Onsell,85000,,,Manual,,2013,,,,Petrol,,Sport
Ntorq 125cc Fi 133 Lot Super Fresh Condition Onsel,198000,,,Manual,,2021,,,125,Petrol,22000,Scooty
Super Splendour 56 Lot Super Fresh Condition Onsel,67000,,,Manual,,2013,,,,Petrol,,Sport
Yamaha R15 V3 123 Lot Onsell,277000,,,Manual,,2020,,,,Petrol,,Sport
Yamaha Ray Zr 125 Fi Onsell,173000,,,Manual,,2021,,,,Petrol,,Scooty
Tvs Phonex 68 Lot Super Fresh Condition Onsell,67000,,,Manual,,2014,,,,Petrol,,Sport
Honda Unicorn 41 Lot Super Fresh Condition Onsell,67000,,,Manual,,2010,,,,Petrol,,Sport
Royal Enfiled Hunter 145 Lots Sale/Xchange,399900,1 year ,As Company Rules ,Automatic,Red/Black ,2023,Hey ?? Guys I have Royal Enfiled Hunter 145 lots Red|Black Colors Bike Superfresh Condition Ma 6 As Showroom Not a Single Scratch Run km is Only 15k Bike Single Ho You Can See Orginal photos Also if you Want To Buy/Xchange Plz ?? ?? ?? Call/Reply Us 9851205105/9861024681 For Details You Can Search in Google/Facebook/TikTok/Youtube/WhatsApp Prakrish Enterprises sorakhute Prakrish Chwok Puspalal Marga Kaldhara Khasbu Linkroad 17 We Are Open Sunday-Friday 9:30Am-6:30Pm,35,350,Petrol,15000,Standard
105 lot Honda shine urgent sell,147000,,,Manual,,2019,,55,125,Petrol,29000,Standard
131 lot fzs v3 urgent sell,239999,,,Manual,,2021,,45,150,Petrol,,Standard
Rs 200 2015 last,132000,,,Automatic,,2015,,,,Petrol,,Sport
Honda Aviator Scooter,130000,,,Manual,Red,2078,,,110,Petrol,Meter not working,Scooty
Italica Formula 150 2022 last model,170000,personal uses,nil,Automatic,blue,2022,best pickup ever,,150,Petrol,9500,Sport
pulsar 220  2021 model ko 137 lot ko fresh bike ..,270,,,Automatic,Red/black,2021,,40,220,Petrol,18000,Sport
tvs Wego 2016 model,85000,,,Automatic,,2016,,,,Petrol,,Scooty
Pleasure sasto,35000,,,Manual,,2008,,,,Petrol,,Sport
Mt15 Like New 143 Lot,395000,,,Manual,,2023,,55,155,Petrol,,Standard
hero glamour 2021model,129000,PERSONAL USED,,Manual,BLUE,2021,,55,125,Petrol,38000,Standard
yamaha fz v2 bs6,235000,2,available,Automatic,black,2022,sss,50,150,Petrol,25000,Standard
Vespa 150Cc SXL 79 Lots Sale/Xchange,105900,5 years ,As Company Rules ,Automatic,Mat red ,2016,Hey ?? Guys I have Vespa 79lots Mat Red Colors Scrooty Superfresh Condition Ma 6 As Showroom Not a Single Scratch Run km is Only 29k Scrooty Single Handed Ho You Can See Orginal photos Also if you Want To Buy/Xchange Plz ?? ?? ?? Call/Reply Us 9851205105/9861024681 For Details You Can Search in Google/Facebook/TikTok/Youtube/WhatsApp Prakrish Enterprises sorakhute Prakrish Chwok Puspalal Marga Kaldhara Khasbu Linkroad 17 We Are Open Sunday-Friday 9:30Am-6:30Pm,30,150,Petrol,29000,Scooty
Aprilia SR 125 (120 lot),134000,,,Automatic,,2020,,,125,Petrol,13000,Scooty
honda shine bike 125 lot.if u want 9706127526,162000,,,Automatic,,2021,,,,Petrol,,Others
Bajaj Discover 125Cc 54 Lots Sale/Xchange,50900,7 years ,As Company ,Automatic,Black ,2012,Hey ?? Guys I have Bajaj Discover 54 lots 125Cc Black Colors Bike Condition Ma You Can See Orginal photos Also if you Want To Buy/Xchange Plz ?? ?? ?? Call/Reply Us 9851205105/9861024681 For Details You Can Search in Google/Facebook/TikTok/Youtube/WhatsApp Prakrish Enterprises sorakhute Prakrish Chwok Puspalal Marga Kaldhara Khasbu Linkroad 17 We Are Open Sunday-Friday 9:30Am-6:30Pm,45,125,Petrol,45000,Sport
Apache RTR 180CC at unbeatable price is on sale ,130000,Only home to office,,Manual,Grey,2017,,40+,180,Petrol,23500,Standard
Xpulse super fresh  2020 model,205000,Office to home ,6 months engine warranty ,Manual,White,2019,Super fresh ,35,200,Petrol,30k,Dirt
CF 450,1075000,,,Manual,,2024,,,450,Petrol,8000KM,Others
Pulsar 150 single hand ,195000,Collage to hone,6month,Manual,Blue,2023,You,50,150,Petrol,18k,Sport
Tvs Raider 125 On Sale URGENT,179999,,,Manual,Black,2022,,65,125,Petrol,19000,Standard
Hero Honda splensor sale or exchange  Ramro condit,35000,,,Automatic,Blue,2003,,,100,Petrol,50k,Standard
Motor bike,120000,10 Years,No warranty,Manual,Red ,2016,,30-55,150,Petrol,75000,Standard
R3 on sell,600000,5,,Manual,blue,2019,,25,320,Petrol,46000,Sport
fz v3 2021 model single handed.. 33000km running,230000,personal use,,Manual,black,2021,,45,150,Petrol,33000,Standard
Bajaj pulsar 220 sell or exchange ,122000,8 years ,No,Manual,Wine red,2016,Yes,38,220,Petrol,42508,Sport
Pulsar 220,145000,Personal,,Manual,Blue,2017,,40,220,Petrol,30k,Standard
Garow DT-54  Long Range,375000,Personal,Battery 3Years+Motor 100000KM,Automatic,Red+Gray,2025,CBS  Longe Range,300KM+,3000Watt,Electric,0,Scooty
Honda Dio,115000,,,Automatic,,2016,,,110,Petrol,27000,Scooty
Aprilla Sr125 Like New 126 Lot,165000,,,Automatic,,2021,,45,125,Petrol,,Scooty
Mt15 Like New 147 Lot,415000,,,Manual,,2023,,55,155,Petrol,,Sport
Duke200 Bs4 Like New 91 Lot,285000,,,Manual,,2017,,40,200,Petrol,,Standard
Ns 200 (023)lot abs,210000,,,Manual,Red and White,2021,Single hand  Like new showroom like bike  seal pack smooth engine sound  great pick up and upto 35 milage  Both like new tyre only 26k running and Has abs,35,200,Petrol,22000,Sport
Mt 15 bs4 sasto price ma,270000,,,Manual,Blue and Black,2019,Like showroom looks and condition bike seal packed engine Less running Both like new tyre and wheel cover With both fi and abs,45,155,Petrol,,Sport
Ntorq 125 (030)lot like new only 12k running,175000,,,Manual,Blue super squid,2021,Ladies driven scooter less running smooth showroom like looks and condition no problem in the scooter and both led lights and disk break,35,125,Petrol,12000,Scooty
Honda Dio,130000,,,Manual,Red and Black,2017,Single hand  Like new showroom like scooter  seal pack smooth engine sound  great pick up and upto 40+milage  Both like new tyre  19k running and led head lights,40,110,Petrol,19000,Scooty
Ns 200 bs4,145000,,,Manual,Red and Black,2017,Super fresh bike Great engine condition like new tyre No problem in the bike and free servicing,35,200,Petrol,,Sport
yamaha street rally 125fi hybrid scooter for sale,240,2 years,yes,Automatic,black and green,2023,fi hybrid engine,48,125,Petrol,31536,Scooty
Gixxer 110 Lot,148000,,,Manual,,2019,,,,Petrol,,Standard
Pulsar 125cc 151 Lot,187000,,,Manual,,2023,,,,Petrol,,Standard
BMW Onsale,795000,Personal ,,Manual,Blue,2021,,25,310,Petrol,22000,Cruiser
Fi glamor  136lot  fresh condition on m sale,157000,,,Manual,,2022,,,,Petrol,,Sport
Aprilla Sr 125cc 119 Lot Super Fresh Condition Ons,137,,,Manual,,2020,,,,Petrol,,Scooty
Yamaha R15 V3 123lot super fresh condition on sell,277000,,,Manual,,2020,,,,Petrol,,Sport
Ntorq 125cc 156 Lot Super Fresh Condition Onsell,173,,,Manual,,2022,,,125,Petrol,,Scooty
Yamaha R15 M  142lot super fresh condition,398000,,,Manual,,2022,,,,Petrol,,Sport
ntorq 125cc 133 lot Fi super fresh condition,198000,,,Manual,,2021,,,,Petrol,,Scooty
aprilla sr 125cc 131 lot super fresh condition,157000,,,Manual,,2021,,,,Petrol,,Scooty
jawa 300cc 118 lot super fresh condition,288000,,,Manual,,2020,,,,Petrol,,Standard
Apache rtr 160 4v abs super fresh condition,188000,,,Manual,,2021,,,,Petrol,,Sport
Hero pleasure 45 lot on sale,45000,,,Automatic,Red and black ,2009,,35,100,Petrol,35000,Scooty
Hero pleasure 40 lot on sale,43000,,,Automatic,Black,2008,,35,100,Petrol,35000,Scooty
Sasto ma hero pleasure 22 lot on sale,32000,,,Automatic,Blue,2005,,35,100,Petrol,35000,Scooty
dominar 400 on sale!!!🔥🔥,205000,,,Manual,brown,2017,,,400,Petrol,39000,Standard
Hero Splendor 64 lot,80000,,,Manual,,2016,,,125,Petrol,,Standard
dio on sale urgent,40000,,,Automatic,black,2012,,30,110,Petrol,,Scooty
Bajaj pulsar 150 TD,140000,Regular purpose,,Manual,black,2018,,40-45,149,Petrol,34k,Standard
150 pulsar 118 lot urgent sell,162000,,,Manual,,2020,,,150,Petrol,25000,Standard
suzuki gixer lot 110 super fresh condition,145000,,,Automatic,,2019,,45,150,Petrol,28000,Sport
pulsar 125cc 151 lot,185000,,,Automatic,,2023,,55,125,Petrol,12000,Sport
CB Unicorn 150cc  42 Lot  single handed ,60000,,No,Manual,Black,2010,Selfstart,50 KM/L,150,Petrol,62000,Standard
tvs raider 152,250000,Pathao,N''o,Manual,Black,2024,Fi,55,125,Petrol,26000,Others
Yamaha FZS V2 (2019) | 23 000 km plus run,250000,,,Manual,Armada Blue,2019,,45,149,Petrol,23000,Standard
Dominar 400,199999,,,Manual,,2017,,,,Petrol,,Sport
Super splendor 39 lot,70000,,,Automatic,black,2008,,,,Petrol,,Others
pulser 220f Abs 059 lot 2025 last model.!!,385,yes,showroom warranty,Automatic,blue,2025,good,50,220,Petrol,2400,Standard
CB Hness,800000,3,,Manual,Red,2022,Traction control Abs,30,350,Petrol,17000,Cruiser
FZ v2,170000,Official use only,,Automatic,Gray,2018,,45-50,Seal pack,Petrol,58190,Sport
Yamaha alpha 67 lot,68000,,,Manual,,2013,,,,Petrol,,Scooty
grazie 108 lot,155000,,,Manual,,2019,,,,Petrol,,Scooty
Ns 160 argent sell 2022 model,165000,Personally ,,Manual,White,2022,,45,160,Petrol,29000,Standard
Ray Zr 125 cc Fi 9k km running ,215000,,,Automatic,Black,2022,,60,125,Petrol,9000,Scooty
pulsar 150 lot 83 super fresh condition,123000,,,Automatic,,2017,,45,150,Petrol,27000,Sport
Dominar 400cc lot 123 super fresh condition,305000,,,Automatic,,2021,,30,400,Petrol,18000,Sport
Ntroq fi lot 133 super fresh condition,195000,,,Automatic,,2021,,40,125,Petrol,20000,Scooty
Aprilla sr 150cc lot 117 super fresh condition,145000,,,Automatic,,2020,,35,150,Petrol,20000,Scooty
Aprilla sr 125cc lot 119 super fresh condition,143000,,,Automatic,,2020,,35,125,Petrol,25000,Scooty
hero Honda,200000,,,Manual,,2020,,,,Petrol,,Standard
Aprilla sr 150cc lot 125,155000,,,Automatic,,2021,,35,150,Petrol,20000,Scooty
Hero Glamour,55000,office,life time,Manual,red,2015,,55,125,Petrol,35000,Standard
Bajaj Pulsar 220f abs (121 lot),209000,,,Manual,,2020,,,220,Petrol,18000,Standard
143 lot  TVS NTORQ scooter on sell,230000,office to home,no,Automatic,black / blue,2023,ss,55,125,Petrol,13000,Scooty
Dio for sale,135000,School use,,Manual,Black,2018,,35,113,Petrol,39900,Scooty
Honda Hornet 2016 model,115000,,,Manual,Orange,2016,,40,160,Petrol,80000,Others
Ns 200 Fi & Abs (Top New Model ),259999,,,Manual,White and black ,2022,,40,200,Petrol,,Sport
Royal Enfield Classic 350 Bullet Bike,340000,,,Manual,Battle Green,2017 ,,30/32,350,Petrol,33000,Standard
"Kawasaki Ninja 250R (Twin clyinder) Tax clear

225",225000,,,Manual,,2015,,,,Petrol,,Sport
Ns 200 fi abs,235000,,,Manual,Red and black,2019,,35,200,Petrol,28000,Others
Ns200,235000,,,Manual,Red and black,2019,,35,200,Petrol,28000,Others
Honda Aviator (70 lot),99000,,,Automatic,,2015,,,,Petrol,,Scooty
HERO DESTINI 118 LOT ✅ 9813296721,95000,,,Automatic,,2020,,,125,Petrol,,Scooty
NTORQ 125cc RACE EDITION 120 LOT ✅ 9813296721,165000,,,Automatic,,2020,,,125,Petrol,,Scooty
Ktm duke 390 ,500000,5,,Automatic,Red,2017,,,390,Petrol,48000,Sport
honda hornet (86) lot,130000,,,Automatic,,2017,,50,160,Petrol,,Standard
Honda,90000,office,,Manual,black blue,2016,,35,,Petrol,76000,Standard
Honda Hernet bike on urgent Sale,90000,office,,Manual,,2016,,25,,Petrol,76000,Sport
Xpluse 200 bike,230000,personal,,Manual,white ,2020,Abs Bluetooth eco mode,45,200,Petrol,30000,Dirt
aprilla storm 125 with sr 150 stickers,145000,personal,,Manual,mat black,2019,,35,125,Petrol,26000,Scooty
Ray Zr Fi 125,175000,,,Automatic,,2021,,,,Petrol,,Scooty
Duke 200 on sale,449000,,,Automatic,,2023,,,200,Petrol,2000,Standard
delivery person needed for ice cube delivery,18000,,,Manual,,2023,,,,Petrol,,Scooty
BULLET ELECTRA 5S,379999,,,Manual,,2008,,,,Petrol,,Standard
urgent sell  personal bike contact: 9705413810,299000,,,Automatic,blue,2022,,45,155,Petrol,32000,Standard
"Classic 350 2018 Model
Engine Seal Pack",420000,,,Manual,,2018,,,,Petrol,,Others
on sell,100000,,,Automatic,,2014,,,220,Petrol,,Sport
Honda dio sale in Kathmandu Nepal,170000,Office,No,Manual,Red,2018,Manual,40/45,125,Petrol,43000,Scooty
Pulsar 220,115000,personal,,Manual,blue and black,2016,all features double indicators engine cooling,35,220,Petrol,,Standard
R15v3 Bs6 On Sale And Exchange,315000,,,Automatic,Blue,2021,,50,155,Petrol,25000,Sport
Honda Aviator 67 Lots Sale/Xchange,87900,5 years ,As Company Rules ,Automatic,Maroon ,2015,Hey ?? Guys I have Honda Aviator 67lots Maroon Colors Scrooty Superfresh Condition Ma 6 As Showroom Not a Single Scratch You Can See Orginal photos Also if you Want To Buy/Xchange Plz ?? ?? ?? Call/Reply Us 9851205105/9861024681 For Details You Can Search in Google/Facebook/TikTok/Youtube/WhatsApp Prakrish Enterprises sorakhute Prakrish Chwok Puspalal Marga Kaldhara Khasbu Linkroad 17 We Are Open Sunday-Friday 9:30Am-6:30Pm,40,110,Petrol,67000,Scooty
Bajaj Pulsar N150 2024,320000,,,Manual,Black,2024,,,150,Petrol,6500,Sport
FZ V2 80 LOT SUPER FRESH  9813296721,135000,,,Manual,,2016,,,150,Petrol,,Standard
HERO GLAMOUR 108 LOT BIKE   9813296721,88000,,,Manual,,2018,,,125,Petrol,,Standard
DUKE 200 BS4 89 LOT SUPER FRESH   9813296721,255000,,,Manual,,2017,,,200,Petrol,,Sport
